,state,date,lat,lon,state_abbrev,month,chip_enrollment,chip_change
832,New York,2018-10-01,34.8375,-106.2371,NY,2018-10,633714.0,0.11091944653347152
833,New York,2018-11-01,34.8375,-106.2371,NY,2018-11,637727.0,0.11795435461336057
834,New York,2018-12-01,34.8375,-106.2371,NY,2018-12,640357.0,0.1225648226547531
835,New York,2019-01-01,34.8375,-106.2371,NY,2019-01,646132.0,0.13268856901940773
836,New York,2019-02-01,34.8375,-106.2371,NY,2019-02,650192.0,0.13980586949395302
837,New York,2019-03-01,34.8375,-106.2371,NY,2019-03,656707.0,0.15122685781702216
838,New York,2019-04-01,34.8375,-106.2371,NY,2019-04,658826.0,0.15494152769523928
839,New York,2019-05-01,34.8375,-106.2371,NY,2019-05,661040.0,0.15882273539244207
840,Ohio,2017-06-01,38.4199,-117.1219,OH,2017-06,215896.0,0.0
841,Ohio,2017-07-01,38.4199,-117.1219,OH,2017-07,215933.0,0.0001713788120205617
842,Ohio,2017-08-01,38.4199,-117.1219,OH,2017-08,215678.0,-0.0010097454329862643
843,Ohio,2017-09-01,38.4199,-117.1219,OH,2017-09,217085.0,0.0055072812835810225
844,Ohio,2017-10-01,38.4199,-117.1219,OH,2017-10,218023.0,0.009851965761292547
845,Ohio,2017-11-01,38.4199,-117.1219,OH,2017-11,217576.0,0.0077815244376922
846,Ohio,2017-12-01,38.4199,-117.1219,OH,2017-12,216650.0,0.0034924222773928815
847,Ohio,2018-01-01,38.4199,-117.1219,OH,2018-01,214744.0,-0.00533590247156035
848,Ohio,2018-02-01,38.4199,-117.1219,OH,2018-02,216117.0,0.0010236410123392048
849,Ohio,2018-03-01,38.4199,-117.1219,OH,2018-03,216240.0,0.001593359765813096
850,Ohio,2018-04-01,38.4199,-117.1219,OH,2018-04,216216.0,0.0014821951309889059
851,Ohio,2018-05-01,38.4199,-117.1219,OH,2018-05,218044.0,0.009949234816763575
852,Ohio,2018-06-01,38.4199,-117.1219,OH,2018-06,219076.0,0.014729314114203085
853,Ohio,2018-07-01,38.4199,-117.1219,OH,2018-07,219707.0,0.017652017638122075
854,Ohio,2018-08-01,38.4199,-117.1219,OH,2018-08,219853.0,0.01832826916663577
855,Ohio,2018-09-01,38.4199,-117.1219,OH,2018-09,220032.0,0.019157372068032696
856,Ohio,2018-10-01,38.4199,-117.1219,OH,2018-10,216867.0,0.004497535850594758
857,Ohio,2018-11-01,38.4199,-117.1219,OH,2018-11,213114.0,-0.012885833920035616
858,Ohio,2018-12-01,38.4199,-117.1219,OH,2018-12,210446.0,-0.025243635824656274
859,Ohio,2019-01-01,38.4199,-117.1219,OH,2019-01,206210.0,-0.04486419387112317
860,Ohio,2019-02-01,38.4199,-117.1219,OH,2019-02,205677.0,-0.047332975136176625
861,Ohio,2019-03-01,38.4199,-117.1219,OH,2019-03,204555.0,-0.05252992181420679
862,Ohio,2019-04-01,38.4199,-117.1219,OH,2019-04,202796.0,-0.06067736317486194
863,Ohio,2019-05-01,38.4199,-117.1219,OH,2019-05,201348.0,-0.06738429614258712
864,Oklahoma,2017-06-01,42.1497,-74.9384,OK,2017-06,115550.0,0.0
865,Oklahoma,2017-07-01,42.1497,-74.9384,OK,2017-07,118382.0,0.02450887061877971
866,Oklahoma,2017-08-01,42.1497,-74.9384,OK,2017-08,115208.0,-0.002959757680657704
867,Oklahoma,2017-09-01,42.1497,-74.9384,OK,2017-09,113333.0,-0.01918649935093031
868,Oklahoma,2017-10-01,42.1497,-74.9384,OK,2017-10,117693.0,0.018546083946343606
869,Oklahoma,2017-11-01,42.1497,-74.9384,OK,2017-11,116533.0,0.008507139766334992
870,Oklahoma,2017-12-01,42.1497,-74.9384,OK,2017-12,112824.0,-0.023591518823020352
871,Oklahoma,2018-01-01,42.1497,-74.9384,OK,2018-01,120519.0,0.043003028991778436
872,Oklahoma,2018-02-01,42.1497,-74.9384,OK,2018-02,120176.0,0.04003461704889655
873,Oklahoma,2018-03-01,42.1497,-74.9384,OK,2018-03,117817.0,0.019619212462137492
874,Oklahoma,2018-04-01,42.1497,-74.9384,OK,2018-04,119904.0,0.037680657723929034
875,Oklahoma,2018-05-01,42.1497,-74.9384,OK,2018-05,118201.0,0.022942449156209355
876,Oklahoma,2018-06-01,42.1497,-74.9384,OK,2018-06,116109.0,0.004837732583297338
877,Oklahoma,2018-07-01,42.1497,-74.9384,OK,2018-07,121297.0,0.049736045002163554
878,Oklahoma,2018-08-01,42.1497,-74.9384,OK,2018-08,119626.0,0.03527477282561664
879,Oklahoma,2018-09-01,42.1497,-74.9384,OK,2018-09,117332.0,0.015421895283427078
880,Oklahoma,2018-10-01,42.1497,-74.9384,OK,2018-10,121857.0,0.054582431847685076
881,Oklahoma,2018-11-01,42.1497,-74.9384,OK,2018-11,121644.0,0.052739073993941954
882,Oklahoma,2018-12-01,42.1497,-74.9384,OK,2018-12,117858.0,0.019974037213327467
883,Oklahoma,2019-01-01,42.1497,-74.9384,OK,2019-01,120419.0,0.04213760276936385
884,Oklahoma,2019-02-01,42.1497,-74.9384,OK,2019-02,124533.0,0.07774123755949813
885,Oklahoma,2019-03-01,42.1497,-74.9384,OK,2019-03,119550.0,0.03461704889658157
886,Oklahoma,2019-04-01,42.1497,-74.9384,OK,2019-04,121150.0,0.04846386845521411
887,Oklahoma,2019-05-01,42.1497,-74.9384,OK,2019-05,120601.0,0.043712678494158386
888,Oregon,2017-06-01,40.3736,-82.7755,OR,2017-06,114426.0,0.0
889,Oregon,2017-07-01,40.3736,-82.7755,OR,2017-07,116726.0,0.02010032684879315
890,Oregon,2017-08-01,40.3736,-82.7755,OR,2017-08,118118.0,0.03226539422858443
891,Oregon,2017-09-01,40.3736,-82.7755,OR,2017-09,119241.0,0.042079597294321314
892,Oregon,2017-10-01,40.3736,-82.7755,OR,2017-10,122323.0,0.06901403527170391
893,Oregon,2017-11-01,40.3736,-82.7755,OR,2017-11,123914.0,0.08291821788754294
894,Oregon,2017-12-01,40.3736,-82.7755,OR,2017-12,125166.0,0.09385978711132092
895,Oregon,2018-01-01,40.3736,-82.7755,OR,2018-01,124508.0,0.08810934577805751
896,Oregon,2018-02-01,40.3736,-82.7755,OR,2018-02,125920.0,0.10044919860870771
897,Oregon,2018-03-01,40.3736,-82.7755,OR,2018-03,125730.0,0.09878873682554667
898,Oregon,2018-04-01,40.3736,-82.7755,OR,2018-04,125805.0,0.09944418226626817
899,Oregon,2018-05-01,40.3736,-82.7755,OR,2018-05,124669.0,0.08951636865747292
900,Oregon,2018-06-01,40.3736,-82.7755,OR,2018-06,124271.0,0.08603813818537742
901,Oregon,2018-07-01,40.3736,-82.7755,OR,2018-07,126029.0,0.10140177931588967
902,Oregon,2018-08-01,40.3736,-82.7755,OR,2018-08,125787.0,0.09928687536049496
903,Oregon,2018-09-01,40.3736,-82.7755,OR,2018-09,123868.0,0.08251621135056708
904,Oregon,2018-10-01,40.3736,-82.7755,OR,2018-10,126789.0,0.10804362644853449
905,Oregon,2018-11-01,40.3736,-82.7755,OR,2018-11,126588.0,0.1062870326674008
906,Oregon,2018-12-01,40.3736,-82.7755,OR,2018-12,124195.0,0.08537395347211296
907,Oregon,2019-01-01,40.3736,-82.7755,OR,2019-01,127612.0,0.11523604775138518
908,Oregon,2019-02-01,40.3736,-82.7755,OR,2019-02,126014.0,0.10127069022774537
909,Oregon,2019-03-01,40.3736,-82.7755,OR,2019-03,128609.0,0.12394910247670987
910,Oregon,2019-04-01,40.3736,-82.7755,OR,2019-04,127999.0,0.11861814622550826
911,Oregon,2019-05-01,40.3736,-82.7755,OR,2019-05,128168.0,0.12009508328526741
912,Pennsylvania,2017-06-01,35.5376,-96.9247,PA,2017-06,176571.0,0.0
913,Pennsylvania,2017-07-01,35.5376,-96.9247,PA,2017-07,176241.0,-0.0018689365750887976
914,Pennsylvania,2017-08-01,35.5376,-96.9247,PA,2017-08,176677.0,0.0006003250816952743
915,Pennsylvania,2017-09-01,35.5376,-96.9247,PA,2017-09,176918.0,0.0019652151259266226
916,Pennsylvania,2017-10-01,35.5376,-96.9247,PA,2017-10,178707.0,0.012097116740574565
917,Pennsylvania,2017-11-01,35.5376,-96.9247,PA,2017-11,180162.0,0.02033742800346605
918,Pennsylvania,2017-12-01,35.5376,-96.9247,PA,2017-12,180999.0,0.02507773077119113
919,Pennsylvania,2018-01-01,35.5376,-96.9247,PA,2018-01,181554.0,0.028220942283840422
920,Pennsylvania,2018-02-01,35.5376,-96.9247,PA,2018-02,180832.0,0.024131935595312903
921,Pennsylvania,2018-03-01,35.5376,-96.9247,PA,2018-03,181603.0,0.0284984510480204
922,Pennsylvania,2018-04-01,35.5376,-96.9247,PA,2018-04,178039.0,0.008313936037061653
923,Pennsylvania,2018-05-01,35.5376,-96.9247,PA,2018-05,178646.0,0.011751646646391611
924,Pennsylvania,2018-06-01,35.5376,-96.9247,PA,2018-06,178355.0,0.010103584393813314
925,Pennsylvania,2018-07-01,35.5376,-96.9247,PA,2018-07,178301.0,0.009797758408798707
926,Pennsylvania,2018-08-01,35.5376,-96.9247,PA,2018-08,178594.0,0.011457147549710944
927,Pennsylvania,2018-09-01,35.5376,-96.9247,PA,2018-09,178523.0,0.011055043013858512
928,Pennsylvania,2018-10-01,35.5376,-96.9247,PA,2018-10,179981.0,0.019312344609250687
929,Pennsylvania,2018-11-01,35.5376,-96.9247,PA,2018-11,180260.0,0.020892445531825787
930,Pennsylvania,2018-12-01,35.5376,-96.9247,PA,2018-12,179241.0,0.015121395925718373
931,Pennsylvania,2019-01-01,35.5376,-96.9247,PA,2019-01,180902.0,0.024528376686998365
932,Pennsylvania,2019-02-01,35.5376,-96.9247,PA,2019-02,180970.0,0.02491349089035011
933,Pennsylvania,2019-03-01,35.5376,-96.9247,PA,2019-03,181385.0,0.027263820219628254
934,Pennsylvania,2019-04-01,35.5376,-96.9247,PA,2019-04,182972.0,0.03625170611255535
935,Pennsylvania,2019-05-01,35.5376,-96.9247,PA,2019-05,183564.0,0.0396044650593812
936,Rhode Island,2017-06-01,44.5672,-122.1269,RI,2017-06,24649.0,0.0
937,Rhode Island,2017-07-01,44.5672,-122.1269,RI,2017-07,25187.0,0.021826443263418316
938,Rhode Island,2017-08-01,44.5672,-122.1269,RI,2017-08,26437.0,0.07253843969329377
939,Rhode Island,2017-09-01,44.5672,-122.1269,RI,2017-09,27398.0,0.11152582254858201
940,Rhode Island,2017-10-01,44.5672,-122.1269,RI,2017-10,28012.0,0.136435555194937
941,Rhode Island,2017-11-01,44.5672,-122.1269,RI,2017-11,29125.0,0.18158951681609792
942,Rhode Island,2017-12-01,44.5672,-122.1269,RI,2017-12,29323.0,0.1896222970505903
943,Rhode Island,2018-01-01,44.5672,-122.1269,RI,2018-01,29944.0,0.2148160168769524
944,Rhode Island,2018-02-01,44.5672,-122.1269,RI,2018-02,29544.0,0.19858817801939233
945,Rhode Island,2018-03-01,44.5672,-122.1269,RI,2018-03,29606.0,0.20110349304231412
946,Rhode Island,2018-04-01,44.5672,-122.1269,RI,2018-04,29890.0,0.21262525863118187
947,Rhode Island,2018-05-01,44.5672,-122.1269,RI,2018-05,30199.0,0.2251612641486469
948,Rhode Island,2018-06-01,44.5672,-122.1269,RI,2018-06,30534.0,0.2387520791918536
949,Rhode Island,2018-07-01,44.5672,-122.1269,RI,2018-07,30941.0,0.255263905229421
950,Rhode Island,2018-08-01,44.5672,-122.1269,RI,2018-08,31614.0,0.28256724410726597
951,Rhode Island,2018-09-01,44.5672,-122.1269,RI,2018-09,31873.0,0.2930747697675362
952,Rhode Island,2018-10-01,44.5672,-122.1269,RI,2018-10,32239.0,0.3079232423222038
953,Rhode Island,2018-11-01,44.5672,-122.1269,RI,2018-11,32410.0,0.3148606434338106
954,Rhode Island,2018-12-01,44.5672,-122.1269,RI,2018-12,32669.0,0.32536816909408084
955,Rhode Island,2019-01-01,44.5672,-122.1269,RI,2019-01,33085.0,0.34224512150594344
956,Rhode Island,2019-02-01,44.5672,-122.1269,RI,2019-02,32629.0,0.32374538520832497
957,Rhode Island,2019-03-01,44.5672,-122.1269,RI,2019-03,33247.0,0.34881739624325525
958,Rhode Island,2019-04-01,44.5672,-122.1269,RI,2019-04,30759.0,0.24788023854923114
959,Rhode Island,2019-05-01,44.5672,-122.1269,RI,2019-05,31626.0,0.28305407927299275
960,South Carolina,2017-06-01,40.5773,-77.264,SC,2017-06,77066.0,0.0
961,South Carolina,2017-07-01,40.5773,-77.264,SC,2017-07,77267.0,0.002608154049775546
962,South Carolina,2017-08-01,40.5773,-77.264,SC,2017-08,78498.0,0.018581475618301146
963,South Carolina,2017-09-01,40.5773,-77.264,SC,2017-09,79644.0,0.03345184646926014
964,South Carolina,2017-10-01,40.5773,-77.264,SC,2017-10,81007.0,0.05113798562271299
965,South Carolina,2017-11-01,40.5773,-77.264,SC,2017-11,81718.0,0.060363843977889076
966,South Carolina,2017-12-01,40.5773,-77.264,SC,2017-12,82151.0,0.06598240469208205
967,South Carolina,2018-01-01,40.5773,-77.264,SC,2018-01,82425.0,0.06953779876988553
968,South Carolina,2018-02-01,40.5773,-77.264,SC,2018-02,84132.0,0.09168764435678511
969,South Carolina,2018-03-01,40.5773,-77.264,SC,2018-03,83065.0,0.07784236887862361
970,South Carolina,2018-04-01,40.5773,-77.264,SC,2018-04,84991.0,0.10283393454960676
971,South Carolina,2018-05-01,40.5773,-77.264,SC,2018-05,86168.0,0.11810655801520764
972,South Carolina,2018-06-01,40.5773,-77.264,SC,2018-06,85135.0,0.10470246282407292
973,South Carolina,2018-07-01,40.5773,-77.264,SC,2018-07,88267.0,0.14534295279370935
974,South Carolina,2018-08-01,40.5773,-77.264,SC,2018-08,85794.0,0.11325357485791399
975,South Carolina,2018-09-01,40.5773,-77.264,SC,2018-09,88407.0,0.14715957750499564
976,South Carolina,2018-10-01,40.5773,-77.264,SC,2018-10,88427.0,0.1474190953208938
977,South Carolina,2018-11-01,40.5773,-77.264,SC,2018-11,86765.0,0.12585316481976494
978,South Carolina,2018-12-01,40.5773,-77.264,SC,2018-12,87698.0,0.13795967093140948
979,South Carolina,2019-01-01,40.5773,-77.264,SC,2019-01,90730.0,0.1773025718215555
980,South Carolina,2019-02-01,40.5773,-77.264,SC,2019-02,89673.0,0.16358705525134298
981,South Carolina,2019-03-01,40.5773,-77.264,SC,2019-03,89652.0,0.16331456154465007
982,South Carolina,2019-04-01,40.5773,-77.264,SC,2019-04,89980.0,0.16757065372537827
983,South Carolina,2019-05-01,40.5773,-77.264,SC,2019-05,90099.0,0.16911478472997166
984,South Dakota,2017-06-01,18.2766,-66.335,SD,2017-06,15656.0,0.0
985,South Dakota,2017-07-01,18.2766,-66.335,SD,2017-07,15658.0,0.00012774655084313302
986,South Dakota,2017-08-01,18.2766,-66.335,SD,2017-08,15716.0,0.0038323965252937686
987,South Dakota,2017-09-01,18.2766,-66.335,SD,2017-09,15873.0,0.013860500766479378
988,South Dakota,2017-10-01,18.2766,-66.335,SD,2017-10,16126.0,0.030020439448134928
989,South Dakota,2017-11-01,18.2766,-66.335,SD,2017-11,16245.0,0.03762135922330101
990,South Dakota,2017-12-01,18.2766,-66.335,SD,2017-12,16408.0,0.048032703117015796
991,South Dakota,2018-01-01,18.2766,-66.335,SD,2018-01,16463.0,0.05154573326520184
992,South Dakota,2018-02-01,18.2766,-66.335,SD,2018-02,16420.0,0.048799182422074594
993,South Dakota,2018-03-01,18.2766,-66.335,SD,2018-03,16217.0,0.03583290751149715
994,South Dakota,2018-04-01,18.2766,-66.335,SD,2018-04,16144.0,0.031170158405723125
995,South Dakota,2018-05-01,18.2766,-66.335,SD,2018-05,16066.0,0.02618804292284116
996,South Dakota,2018-06-01,18.2766,-66.335,SD,2018-06,15900.0,0.015585079202861563
997,South Dakota,2018-07-01,18.2766,-66.335,SD,2018-07,15831.0,0.011177823198773584
998,South Dakota,2018-08-01,18.2766,-66.335,SD,2018-08,15871.0,0.013732754215636245
999,South Dakota,2018-09-01,18.2766,-66.335,SD,2018-09,15798.0,0.009070005109862
1000,South Dakota,2018-10-01,18.2766,-66.335,SD,2018-10,15967.0,0.019864588656106186
1001,South Dakota,2018-11-01,18.2766,-66.335,SD,2018-11,15940.0,0.018140010219724
1002,South Dakota,2018-12-01,18.2766,-66.335,SD,2018-12,15920.0,0.016862544711292893
1003,South Dakota,2019-01-01,18.2766,-66.335,SD,2019-01,16058.0,0.025677056719468627
1004,South Dakota,2019-02-01,18.2766,-66.335,SD,2019-02,16026.0,0.0236331119059785
1005,South Dakota,2019-03-01,18.2766,-66.335,SD,2019-03,15924.0,0.01711803781297916
1006,South Dakota,2019-04-01,18.2766,-66.335,SD,2019-04,15775.0,0.007600919775166082
1007,South Dakota,2019-05-01,18.2766,-66.335,SD,2019-05,15653.0,-0.00019161982626469953
1008,Tennessee,2017-06-01,41.6772,-71.5101,TN,2017-06,80422.0,0.0
1009,Tennessee,2017-07-01,41.6772,-71.5101,TN,2017-07,79837.0,-0.007274128969684934
1010,Tennessee,2017-08-01,41.6772,-71.5101,TN,2017-08,79542.0,-0.010942279475765315
1011,Tennessee,2017-09-01,41.6772,-71.5101,TN,2017-09,78690.0,-0.021536395513665374
1012,Tennessee,2017-10-01,41.6772,-71.5101,TN,2017-10,78711.0,-0.02127527293526643
1013,Tennessee,2017-11-01,41.6772,-71.5101,TN,2017-11,79944.0,-0.005943647260699847
1014,Tennessee,2017-12-01,41.6772,-71.5101,TN,2017-12,80929.0,0.006304245107060291
1015,Tennessee,2018-01-01,41.6772,-71.5101,TN,2018-01,80524.0,0.0012683096665091487
1016,Tennessee,2018-02-01,41.6772,-71.5101,TN,2018-02,79145.0,-0.015878739648354956
1017,Tennessee,2018-03-01,41.6772,-71.5101,TN,2018-03,77669.0,-0.03423192658725227
1018,Tennessee,2018-04-01,41.6772,-71.5101,TN,2018-04,76320.0,-0.05100594364726074
1019,Tennessee,2018-05-01,41.6772,-71.5101,TN,2018-05,75305.0,-0.0636268682698764
1020,Tennessee,2018-06-01,41.6772,-71.5101,TN,2018-06,58880.0,-0.26786202780333734
1021,Tennessee,2018-07-01,41.6772,-71.5101,TN,2018-07,53142.0,-0.33921066374872544
1022,Tennessee,2018-08-01,41.6772,-71.5101,TN,2018-08,52718.0,-0.34448285295068515
1023,Tennessee,2018-09-01,41.6772,-71.5101,TN,2018-09,49677.0,-0.3822958891845515
1024,Tennessee,2018-10-01,41.6772,-71.5101,TN,2018-10,52617.0,-0.3457387282086991
1025,Tennessee,2018-11-01,41.6772,-71.5101,TN,2018-11,52056.0,-0.35271443137449954
1026,Tennessee,2018-12-01,41.6772,-71.5101,TN,2018-12,54275.0,-0.3251224789236776
1027,Tennessee,2019-01-01,41.6772,-71.5101,TN,2019-01,51990.0,-0.3535351023351819
1028,Tennessee,2019-02-01,41.6772,-71.5101,TN,2019-02,54237.0,-0.32559498644649476
1029,Tennessee,2019-03-01,41.6772,-71.5101,TN,2019-03,53715.0,-0.33208574768098287
1030,Tennessee,2019-04-01,41.6772,-71.5101,TN,2019-04,52198.0,-0.3509487453681829
1031,Tennessee,2019-05-01,41.6772,-71.5101,TN,2019-05,53757.0,-0.33156350252418487
1032,Texas,2017-06-01,33.8191,-80.9066,TX,2017-06,548770.0,0.0
1033,Texas,2017-07-01,33.8191,-80.9066,TX,2017-07,559318.0,0.01922116733786461
1034,Texas,2017-08-01,33.8191,-80.9066,TX,2017-08,580238.0,0.05734278477322019
1035,Texas,2017-09-01,33.8191,-80.9066,TX,2017-09,608688.0,0.10918599777684634
1036,Texas,2017-10-01,33.8191,-80.9066,TX,2017-10,543483.0,-0.009634273010550864
1037,Texas,2017-11-01,33.8191,-80.9066,TX,2017-11,564554.0,0.028762505238989045
1038,Texas,2017-12-01,33.8191,-80.9066,TX,2017-12,583593.0,0.0634564571678482
1039,Texas,2018-01-01,33.8191,-80.9066,TX,2018-01,610274.0,0.11207609745430691
1040,Texas,2018-02-01,33.8191,-80.9066,TX,2018-02,630754.0,0.14939592178872751
1041,Texas,2018-03-01,33.8191,-80.9066,TX,2018-03,683342.0,0.24522477540681886
1042,Texas,2018-04-01,33.8191,-80.9066,TX,2018-04,629245.0,0.1466461359039306
1043,Texas,2018-05-01,33.8191,-80.9066,TX,2018-05,629754.0,0.1475736647411483
1044,Texas,2018-06-01,33.8191,-80.9066,TX,2018-06,657443.0,0.19803014013156695
1045,Texas,2018-07-01,33.8191,-80.9066,TX,2018-07,641763.0,0.16945714962552616
1046,Texas,2018-08-01,33.8191,-80.9066,TX,2018-08,648139.0,0.18107586056089064
1047,Texas,2018-09-01,33.8191,-80.9066,TX,2018-09,608263.0,0.10841153853162533
1048,Texas,2018-10-01,33.8191,-80.9066,TX,2018-10,618530.0,0.12712065163912012
1049,Texas,2018-11-01,33.8191,-80.9066,TX,2018-11,641741.0,0.1694170599704794
1050,Texas,2018-12-01,33.8191,-80.9066,TX,2018-12,606779.0,0.10570730907301784
1051,Texas,2019-01-01,33.8191,-80.9066,TX,2019-01,608220.0,0.10833318147857929
1052,Texas,2019-02-01,33.8191,-80.9066,TX,2019-02,638916.0,0.16426918381106836
1053,Texas,2019-03-01,33.8191,-80.9066,TX,2019-03,635960.0,0.15888259197842447
1054,Texas,2019-04-01,33.8191,-80.9066,TX,2019-04,585620.0,0.067150172203291
1055,Texas,2019-05-01,33.8191,-80.9066,TX,2019-05,603928.0,0.10051205423036969
1056,Utah,2017-06-01,44.2853,-99.4632,UT,2017-06,47588.0,0.0
1057,Utah,2017-07-01,44.2853,-99.4632,UT,2017-07,47598.0,0.0002101370093301469
1058,Utah,2017-08-01,44.2853,-99.4632,UT,2017-08,47976.0,0.008153315962007301
1059,Utah,2017-09-01,44.2853,-99.4632,UT,2017-09,47366.0,-0.004665041607127884
1060,Utah,2017-10-01,44.2853,-99.4632,UT,2017-10,47110.0,-0.010044549045977957
1061,Utah,2017-11-01,44.2853,-99.4632,UT,2017-11,47072.0,-0.010843069681432338
1062,Utah,2017-12-01,44.2853,-99.4632,UT,2017-12,47395.0,-0.004055644280070658
1063,Utah,2018-01-01,44.2853,-99.4632,UT,2018-01,47296.0,-0.006136000672438469
1064,Utah,2018-02-01,44.2853,-99.4632,UT,2018-02,46528.0,-0.0222745229889888
1065,Utah,2018-03-01,44.2853,-99.4632,UT,2018-03,45861.0,-0.03629066151130533
1066,Utah,2018-04-01,44.2853,-99.4632,UT,2018-04,45862.0,-0.03626964781037234
1067,Utah,2018-05-01,44.2853,-99.4632,UT,2018-05,45425.0,-0.04545263511809705
1068,Utah,2018-06-01,44.2853,-99.4632,UT,2018-06,44872.0,-0.057073211734050555
1069,Utah,2018-07-01,44.2853,-99.4632,UT,2018-07,44341.0,-0.068231486929478
1070,Utah,2018-08-01,44.2853,-99.4632,UT,2018-08,44934.0,-0.05577036227620413
1071,Utah,2018-09-01,44.2853,-99.4632,UT,2018-09,44650.0,-0.06173825334117844
1072,Utah,2018-10-01,44.2853,-99.4632,UT,2018-10,44362.0,-0.06779019920988483
1073,Utah,2018-11-01,44.2853,-99.4632,UT,2018-11,44494.0,-0.06501639068672771
1074,Utah,2018-12-01,44.2853,-99.4632,UT,2018-12,43715.0,-0.08138606371354118
1075,Utah,2019-01-01,44.2853,-99.4632,UT,2019-01,43531.0,-0.0852525846852148
1076,Utah,2019-02-01,44.2853,-99.4632,UT,2019-02,43168.0,-0.09288055812389673
1077,Utah,2019-03-01,44.2853,-99.4632,UT,2019-03,41590.0,-0.12604017819618396
1078,Utah,2019-04-01,44.2853,-99.4632,UT,2019-04,41966.0,-0.11813902664537279
1079,Utah,2019-05-01,44.2853,-99.4632,UT,2019-05,41394.0,-0.1301588635790536
1080,Virginia,2017-06-01,35.7449,-86.7489,VA,2017-06,123573.0,0.0
1081,Virginia,2017-07-01,35.7449,-86.7489,VA,2017-07,125431.0,0.015035646945530168
1082,Virginia,2017-08-01,35.7449,-86.7489,VA,2017-08,127762.0,0.033898990879884794
1083,Virginia,2017-09-01,35.7449,-86.7489,VA,2017-09,129779.0,0.050221326665210064
1084,Virginia,2017-10-01,35.7449,-86.7489,VA,2017-10,129432.0,0.04741326988905348
1085,Virginia,2017-11-01,35.7449,-86.7489,VA,2017-11,131771.0,0.0663413528845298
1086,Virginia,2017-12-01,35.7449,-86.7489,VA,2017-12,133423.0,0.07970996900617444
1087,Virginia,2018-01-01,35.7449,-86.7489,VA,2018-01,134892.0,0.09159767910465888
1088,Virginia,2018-02-01,35.7449,-86.7489,VA,2018-02,138374.0,0.11977535545790752
1089,Virginia,2018-03-01,35.7449,-86.7489,VA,2018-03,139142.0,0.12599030532559707
1090,Virginia,2018-04-01,35.7449,-86.7489,VA,2018-04,139073.0,0.12543193092342175
1091,Virginia,2018-05-01,35.7449,-86.7489,VA,2018-05,139184.0,0.12633018539648622
1092,Virginia,2018-06-01,35.7449,-86.7489,VA,2018-06,137995.0,0.11670834243726391
1093,Virginia,2018-07-01,35.7449,-86.7489,VA,2018-07,139265.0,0.1269856683903441
1094,Virginia,2018-08-01,35.7449,-86.7489,VA,2018-08,138837.0,0.12352212862032963
1095,Virginia,2018-09-01,35.7449,-86.7489,VA,2018-09,136524.0,0.10480444757349905
1096,Virginia,2018-10-01,35.7449,-86.7489,VA,2018-10,139694.0,0.13045730054299898
1097,Virginia,2018-11-01,35.7449,-86.7489,VA,2018-11,139096.0,0.12561805572414686
1098,Virginia,2018-12-01,35.7449,-86.7489,VA,2018-12,141712.0,0.14678772871096446
1099,Virginia,2019-01-01,35.7449,-86.7489,VA,2019-01,142241.0,0.15106859912764126
1100,Virginia,2019-02-01,35.7449,-86.7489,VA,2019-02,142345.0,0.151910206922224
1101,Virginia,2019-03-01,35.7449,-86.7489,VA,2019-03,144654.0,0.17059551843849374
1102,Virginia,2019-04-01,35.7449,-86.7489,VA,2019-04,142433.0,0.1526223365945636
1103,Virginia,2019-05-01,35.7449,-86.7489,VA,2019-05,142551.0,0.15357723774610954
1104,Vermont,2017-06-01,31.106,-97.6475,VT,2017-06,4930.0,0.0
1105,Vermont,2017-07-01,31.106,-97.6475,VT,2017-07,4858.0,-0.014604462474645086
1106,Vermont,2017-08-01,31.106,-97.6475,VT,2017-08,4705.0,-0.045638945233265726
1107,Vermont,2017-09-01,31.106,-97.6475,VT,2017-09,4641.0,-0.05862068965517242
1108,Vermont,2017-10-01,31.106,-97.6475,VT,2017-10,4667.0,-0.05334685598377287
1109,Vermont,2017-11-01,31.106,-97.6475,VT,2017-11,4704.0,-0.045841784989858025
1110,Vermont,2017-12-01,31.106,-97.6475,VT,2017-12,4662.0,-0.05436105476673425
1111,Vermont,2018-01-01,31.106,-97.6475,VT,2018-01,4757.0,-0.03509127789046651
1112,Vermont,2018-02-01,31.106,-97.6475,VT,2018-02,4660.0,-0.05476673427991885
1113,Vermont,2018-03-01,31.106,-97.6475,VT,2018-03,4666.0,-0.053549695740365166
1114,Vermont,2018-04-01,31.106,-97.6475,VT,2018-04,4675.0,-0.051724137931034475
1115,Vermont,2018-05-01,31.106,-97.6475,VT,2018-05,4512.0,-0.0847870182555781
1116,Vermont,2018-06-01,31.106,-97.6475,VT,2018-06,4362.0,-0.11521298174442196
1117,Vermont,2018-07-01,31.106,-97.6475,VT,2018-07,4404.0,-0.10669371196754562
1118,Vermont,2018-08-01,31.106,-97.6475,VT,2018-08,4418.0,-0.10385395537525355
1119,Vermont,2018-09-01,31.106,-97.6475,VT,2018-09,4359.0,-0.11582150101419875
1120,Vermont,2018-10-01,31.106,-97.6475,VT,2018-10,4429.0,-0.10162271805273837
1121,Vermont,2018-11-01,31.106,-97.6475,VT,2018-11,4483.0,-0.09066937119675456
1122,Vermont,2018-12-01,31.106,-97.6475,VT,2018-12,4525.0,-0.08215010141987833
