state_name,date,lat,lon,state_abbrev,month_y,chip_x,chip_change
Oklahoma,2018-02-01,42.1497,-74.9384,OK,2017-06,120176.0,4.00%
Oklahoma,2018-03-01,42.1497,-74.9384,OK,2017-06,117817.0,1.96%
Oklahoma,2018-04-01,42.1497,-74.9384,OK,2017-06,119904.0,3.77%
Oklahoma,2018-05-01,42.1497,-74.9384,OK,2017-06,118201.0,2.29%
Oklahoma,2018-06-01,42.1497,-74.9384,OK,2017-06,116109.0,0.48%
Oklahoma,2018-07-01,42.1497,-74.9384,OK,2017-06,121297.0,4.97%
Oklahoma,2018-08-01,42.1497,-74.9384,OK,2017-06,119626.0,3.53%
Oklahoma,2018-09-01,42.1497,-74.9384,OK,2017-06,117332.0,1.54%
Oklahoma,2018-10-01,42.1497,-74.9384,OK,2017-06,121857.0,5.46%
Oklahoma,2018-11-01,42.1497,-74.9384,OK,2017-06,121644.0,5.27%
Oklahoma,2018-12-01,42.1497,-74.9384,OK,2017-06,117858.0,2.00%
Oklahoma,2019-01-01,42.1497,-74.9384,OK,2017-06,120419.0,4.21%
Oklahoma,2019-02-01,42.1497,-74.9384,OK,2017-06,124533.0,7.77%
Oklahoma,2019-03-01,42.1497,-74.9384,OK,2017-06,119550.0,3.46%
Oklahoma,2019-04-01,42.1497,-74.9384,OK,2017-06,121150.0,4.85%
Oklahoma,2019-05-01,42.1497,-74.9384,OK,2017-06,120601.0,4.37%
Oregon,2017-06-01,40.3736,-82.7755,OR,2017-06,114426.0,0.00%
Oregon,2017-07-01,40.3736,-82.7755,OR,2017-06,116726.0,2.01%
Oregon,2017-08-01,40.3736,-82.7755,OR,2017-06,118118.0,3.23%
Oregon,2017-09-01,40.3736,-82.7755,OR,2017-06,119241.0,4.21%
Oregon,2017-10-01,40.3736,-82.7755,OR,2017-06,122323.0,6.90%
Oregon,2017-11-01,40.3736,-82.7755,OR,2017-06,123914.0,8.29%
Oregon,2017-12-01,40.3736,-82.7755,OR,2017-06,125166.0,9.39%
Oregon,2018-01-01,40.3736,-82.7755,OR,2017-06,124508.0,8.81%
Oregon,2018-02-01,40.3736,-82.7755,OR,2017-06,125920.0,10.04%
Oregon,2018-03-01,40.3736,-82.7755,OR,2017-06,125730.0,9.88%
Oregon,2018-04-01,40.3736,-82.7755,OR,2017-06,125805.0,9.94%
Oregon,2018-05-01,40.3736,-82.7755,OR,2017-06,124669.0,8.95%
Oregon,2018-06-01,40.3736,-82.7755,OR,2017-06,124271.0,8.60%
Oregon,2018-07-01,40.3736,-82.7755,OR,2017-06,126029.0,10.14%
Oregon,2018-08-01,40.3736,-82.7755,OR,2017-06,125787.0,9.93%
Oregon,2018-09-01,40.3736,-82.7755,OR,2017-06,123868.0,8.25%
Oregon,2018-10-01,40.3736,-82.7755,OR,2017-06,126789.0,10.80%
Oregon,2018-11-01,40.3736,-82.7755,OR,2017-06,126588.0,10.63%
Oregon,2018-12-01,40.3736,-82.7755,OR,2017-06,124195.0,8.54%
Oregon,2019-01-01,40.3736,-82.7755,OR,2017-06,127612.0,11.52%
Oregon,2019-02-01,40.3736,-82.7755,OR,2017-06,126014.0,10.13%
Oregon,2019-03-01,40.3736,-82.7755,OR,2017-06,128609.0,12.39%
Oregon,2019-04-01,40.3736,-82.7755,OR,2017-06,127999.0,11.86%
Oregon,2019-05-01,40.3736,-82.7755,OR,2017-06,128168.0,12.01%
Pennsylvania,2017-06-01,35.5376,-96.9247,PA,2017-06,176571.0,0.00%
Pennsylvania,2017-07-01,35.5376,-96.9247,PA,2017-06,176241.0,-0.19%
Pennsylvania,2017-08-01,35.5376,-96.9247,PA,2017-06,176677.0,0.06%
Pennsylvania,2017-09-01,35.5376,-96.9247,PA,2017-06,176918.0,0.20%
Pennsylvania,2017-10-01,35.5376,-96.9247,PA,2017-06,178707.0,1.21%
Pennsylvania,2017-11-01,35.5376,-96.9247,PA,2017-06,180162.0,2.03%
Pennsylvania,2017-12-01,35.5376,-96.9247,PA,2017-06,180999.0,2.51%
Pennsylvania,2018-01-01,35.5376,-96.9247,PA,2017-06,181554.0,2.82%
Pennsylvania,2018-02-01,35.5376,-96.9247,PA,2017-06,180832.0,2.41%
Pennsylvania,2018-03-01,35.5376,-96.9247,PA,2017-06,181603.0,2.85%
Pennsylvania,2018-04-01,35.5376,-96.9247,PA,2017-06,178039.0,0.83%
Pennsylvania,2018-05-01,35.5376,-96.9247,PA,2017-06,178646.0,1.18%
Pennsylvania,2018-06-01,35.5376,-96.9247,PA,2017-06,178355.0,1.01%
Pennsylvania,2018-07-01,35.5376,-96.9247,PA,2017-06,178301.0,0.98%
Pennsylvania,2018-08-01,35.5376,-96.9247,PA,2017-06,178594.0,1.15%
Pennsylvania,2018-09-01,35.5376,-96.9247,PA,2017-06,178523.0,1.11%
Pennsylvania,2018-10-01,35.5376,-96.9247,PA,2017-06,179981.0,1.93%
Pennsylvania,2018-11-01,35.5376,-96.9247,PA,2017-06,180260.0,2.09%
Pennsylvania,2018-12-01,35.5376,-96.9247,PA,2017-06,179241.0,1.51%
Pennsylvania,2019-01-01,35.5376,-96.9247,PA,2017-06,180902.0,2.45%
Pennsylvania,2019-02-01,35.5376,-96.9247,PA,2017-06,180970.0,2.49%
Pennsylvania,2019-03-01,35.5376,-96.9247,PA,2017-06,181385.0,2.73%
Pennsylvania,2019-04-01,35.5376,-96.9247,PA,2017-06,182972.0,3.63%
Pennsylvania,2019-05-01,35.5376,-96.9247,PA,2017-06,183564.0,3.96%
Rhode Island,2017-06-01,44.5672,-122.1269,RI,2017-06,24649.0,0.00%
Rhode Island,2017-07-01,44.5672,-122.1269,RI,2017-06,25187.0,2.18%
Rhode Island,2017-08-01,44.5672,-122.1269,RI,2017-06,26437.0,7.25%
Rhode Island,2017-09-01,44.5672,-122.1269,RI,2017-06,27398.0,11.15%
Rhode Island,2017-10-01,44.5672,-122.1269,RI,2017-06,28012.0,13.64%
Rhode Island,2017-11-01,44.5672,-122.1269,RI,2017-06,29125.0,18.16%
Rhode Island,2017-12-01,44.5672,-122.1269,RI,2017-06,29323.0,18.96%
Rhode Island,2018-01-01,44.5672,-122.1269,RI,2017-06,29944.0,21.48%
Rhode Island,2018-02-01,44.5672,-122.1269,RI,2017-06,29544.0,19.86%
Rhode Island,2018-03-01,44.5672,-122.1269,RI,2017-06,29606.0,20.11%
Rhode Island,2018-04-01,44.5672,-122.1269,RI,2017-06,29890.0,21.26%
Rhode Island,2018-05-01,44.5672,-122.1269,RI,2017-06,30199.0,22.52%
Rhode Island,2018-06-01,44.5672,-122.1269,RI,2017-06,30534.0,23.88%
Rhode Island,2018-07-01,44.5672,-122.1269,RI,2017-06,30941.0,25.53%
Rhode Island,2018-08-01,44.5672,-122.1269,RI,2017-06,31614.0,28.26%
Rhode Island,2018-09-01,44.5672,-122.1269,RI,2017-06,31873.0,29.31%
Rhode Island,2018-10-01,44.5672,-122.1269,RI,2017-06,32239.0,30.79%
Rhode Island,2018-11-01,44.5672,-122.1269,RI,2017-06,32410.0,31.49%
Rhode Island,2018-12-01,44.5672,-122.1269,RI,2017-06,32669.0,32.54%
Rhode Island,2019-01-01,44.5672,-122.1269,RI,2017-06,33085.0,34.22%
Rhode Island,2019-02-01,44.5672,-122.1269,RI,2017-06,32629.0,32.37%
Rhode Island,2019-03-01,44.5672,-122.1269,RI,2017-06,33247.0,34.88%
Rhode Island,2019-04-01,44.5672,-122.1269,RI,2017-06,30759.0,24.79%
Rhode Island,2019-05-01,44.5672,-122.1269,RI,2017-06,31626.0,28.31%
South Carolina,2017-06-01,40.5773,-77.264,SC,2017-06,77066.0,0.00%
South Carolina,2017-07-01,40.5773,-77.264,SC,2017-06,77267.0,0.26%
South Carolina,2017-08-01,40.5773,-77.264,SC,2017-06,78498.0,1.86%
South Carolina,2017-09-01,40.5773,-77.264,SC,2017-06,79644.0,3.35%
South Carolina,2017-10-01,40.5773,-77.264,SC,2017-06,81007.0,5.11%
South Carolina,2017-11-01,40.5773,-77.264,SC,2017-06,81718.0,6.04%
South Carolina,2017-12-01,40.5773,-77.264,SC,2017-06,82151.0,6.60%
South Carolina,2018-01-01,40.5773,-77.264,SC,2017-06,82425.0,6.95%
South Carolina,2018-02-01,40.5773,-77.264,SC,2017-06,84132.0,9.17%
South Carolina,2018-03-01,40.5773,-77.264,SC,2017-06,83065.0,7.78%
South Carolina,2018-04-01,40.5773,-77.264,SC,2017-06,84991.0,10.28%
South Carolina,2018-05-01,40.5773,-77.264,SC,2017-06,86168.0,11.81%
South Carolina,2018-06-01,40.5773,-77.264,SC,2017-06,85135.0,10.47%
South Carolina,2018-07-01,40.5773,-77.264,SC,2017-06,88267.0,14.53%
South Carolina,2018-08-01,40.5773,-77.264,SC,2017-06,85794.0,11.33%
South Carolina,2018-09-01,40.5773,-77.264,SC,2017-06,88407.0,14.72%
South Carolina,2018-10-01,40.5773,-77.264,SC,2017-06,88427.0,14.74%
South Carolina,2018-11-01,40.5773,-77.264,SC,2017-06,86765.0,12.59%
South Carolina,2018-12-01,40.5773,-77.264,SC,2017-06,87698.0,13.80%
South Carolina,2019-01-01,40.5773,-77.264,SC,2017-06,90730.0,17.73%
South Carolina,2019-02-01,40.5773,-77.264,SC,2017-06,89673.0,16.36%
South Carolina,2019-03-01,40.5773,-77.264,SC,2017-06,90951.0,18.02%
South Carolina,2019-04-01,40.5773,-77.264,SC,2017-06,89980.0,16.76%
South Carolina,2019-05-01,40.5773,-77.264,SC,2017-06,90099.0,16.91%
South Dakota,2017-06-01,18.2766,-66.335,SD,2017-06,15656.0,0.00%
South Dakota,2017-07-01,18.2766,-66.335,SD,2017-06,15658.0,0.01%
South Dakota,2017-08-01,18.2766,-66.335,SD,2017-06,15716.0,0.38%
South Dakota,2017-09-01,18.2766,-66.335,SD,2017-06,15873.0,1.39%
South Dakota,2017-10-01,18.2766,-66.335,SD,2017-06,16126.0,3.00%
South Dakota,2017-11-01,18.2766,-66.335,SD,2017-06,16245.0,3.76%
South Dakota,2017-12-01,18.2766,-66.335,SD,2017-06,16408.0,4.80%
South Dakota,2018-01-01,18.2766,-66.335,SD,2017-06,16463.0,5.15%
South Dakota,2018-02-01,18.2766,-66.335,SD,2017-06,16420.0,4.88%
South Dakota,2018-03-01,18.2766,-66.335,SD,2017-06,16217.0,3.58%
South Dakota,2018-04-01,18.2766,-66.335,SD,2017-06,16144.0,3.12%
South Dakota,2018-05-01,18.2766,-66.335,SD,2017-06,16066.0,2.62%
South Dakota,2018-06-01,18.2766,-66.335,SD,2017-06,15900.0,1.56%
South Dakota,2018-07-01,18.2766,-66.335,SD,2017-06,15831.0,1.12%
South Dakota,2018-08-01,18.2766,-66.335,SD,2017-06,15871.0,1.37%
South Dakota,2018-09-01,18.2766,-66.335,SD,2017-06,15798.0,0.91%
South Dakota,2018-10-01,18.2766,-66.335,SD,2017-06,15967.0,1.99%
South Dakota,2018-11-01,18.2766,-66.335,SD,2017-06,15940.0,1.81%
South Dakota,2018-12-01,18.2766,-66.335,SD,2017-06,15920.0,1.69%
South Dakota,2019-01-01,18.2766,-66.335,SD,2017-06,16058.0,2.57%
South Dakota,2019-02-01,18.2766,-66.335,SD,2017-06,16026.0,2.36%
South Dakota,2019-03-01,18.2766,-66.335,SD,2017-06,15924.0,1.71%
South Dakota,2019-04-01,18.2766,-66.335,SD,2017-06,15775.0,0.76%
South Dakota,2019-05-01,18.2766,-66.335,SD,2017-06,15653.0,-0.02%
Tennessee,2017-06-01,41.6772,-71.5101,TN,2017-06,80422.0,0.00%
Tennessee,2017-07-01,41.6772,-71.5101,TN,2017-06,79837.0,-0.73%
Tennessee,2017-08-01,41.6772,-71.5101,TN,2017-06,79542.0,-1.09%
Tennessee,2017-09-01,41.6772,-71.5101,TN,2017-06,78690.0,-2.15%
Tennessee,2017-10-01,41.6772,-71.5101,TN,2017-06,78711.0,-2.13%
Tennessee,2017-11-01,41.6772,-71.5101,TN,2017-06,79944.0,-0.59%
Tennessee,2017-12-01,41.6772,-71.5101,TN,2017-06,80929.0,0.63%
Tennessee,2018-01-01,41.6772,-71.5101,TN,2017-06,80524.0,0.13%
Tennessee,2018-02-01,41.6772,-71.5101,TN,2017-06,79145.0,-1.59%
Tennessee,2018-03-01,41.6772,-71.5101,TN,2017-06,77669.0,-3.42%
Tennessee,2018-04-01,41.6772,-71.5101,TN,2017-06,76320.0,-5.10%
Tennessee,2018-05-01,41.6772,-71.5101,TN,2017-06,75305.0,-6.36%
Tennessee,2018-06-01,41.6772,-71.5101,TN,2017-06,58880.0,-26.79%
Tennessee,2018-07-01,41.6772,-71.5101,TN,2017-06,53142.0,-33.92%
Tennessee,2018-08-01,41.6772,-71.5101,TN,2017-06,52718.0,-34.45%
Tennessee,2018-09-01,41.6772,-71.5101,TN,2017-06,49677.0,-38.23%
Tennessee,2018-10-01,41.6772,-71.5101,TN,2017-06,52617.0,-34.57%
Tennessee,2018-11-01,41.6772,-71.5101,TN,2017-06,52056.0,-35.27%
Tennessee,2018-12-01,41.6772,-71.5101,TN,2017-06,54275.0,-32.51%
Tennessee,2019-01-01,41.6772,-71.5101,TN,2017-06,51990.0,-35.35%
Tennessee,2019-02-01,41.6772,-71.5101,TN,2017-06,54237.0,-32.56%
Tennessee,2019-03-01,41.6772,-71.5101,TN,2017-06,53715.0,-33.21%
Tennessee,2019-04-01,41.6772,-71.5101,TN,2017-06,52198.0,-35.09%
Tennessee,2019-05-01,41.6772,-71.5101,TN,2017-06,53757.0,-33.16%
Texas,2017-06-01,33.8191,-80.9066,TX,2017-06,548770.0,0.00%
Texas,2017-07-01,33.8191,-80.9066,TX,2017-06,559318.0,1.92%
Texas,2017-08-01,33.8191,-80.9066,TX,2017-06,580238.0,5.73%
Texas,2017-09-01,33.8191,-80.9066,TX,2017-06,608688.0,10.92%
Texas,2017-10-01,33.8191,-80.9066,TX,2017-06,543483.0,-0.96%
Texas,2017-11-01,33.8191,-80.9066,TX,2017-06,564554.0,2.88%
Texas,2017-12-01,33.8191,-80.9066,TX,2017-06,583593.0,6.35%
Texas,2018-01-01,33.8191,-80.9066,TX,2017-06,610274.0,11.21%
Texas,2018-02-01,33.8191,-80.9066,TX,2017-06,630754.0,14.94%
Texas,2018-03-01,33.8191,-80.9066,TX,2017-06,683342.0,24.52%
Texas,2018-04-01,33.8191,-80.9066,TX,2017-06,629245.0,14.66%
Texas,2018-05-01,33.8191,-80.9066,TX,2017-06,629754.0,14.76%
Texas,2018-06-01,33.8191,-80.9066,TX,2017-06,657443.0,19.80%
Texas,2018-07-01,33.8191,-80.9066,TX,2017-06,641763.0,16.95%
Texas,2018-08-01,33.8191,-80.9066,TX,2017-06,648139.0,18.11%
Texas,2018-09-01,33.8191,-80.9066,TX,2017-06,608263.0,10.84%
Texas,2018-10-01,33.8191,-80.9066,TX,2017-06,618530.0,12.71%
Texas,2018-11-01,33.8191,-80.9066,TX,2017-06,641741.0,16.94%
Texas,2018-12-01,33.8191,-80.9066,TX,2017-06,606779.0,10.57%
Texas,2019-01-01,33.8191,-80.9066,TX,2017-06,608220.0,10.83%
Texas,2019-02-01,33.8191,-80.9066,TX,2017-06,638916.0,16.43%
Texas,2019-03-01,33.8191,-80.9066,TX,2017-06,635960.0,15.89%
Texas,2019-04-01,33.8191,-80.9066,TX,2017-06,585620.0,6.72%
Texas,2019-05-01,33.8191,-80.9066,TX,2017-06,603928.0,10.05%
Utah,2017-06-01,44.2853,-99.4632,UT,2017-06,47588.0,0.00%
Utah,2017-07-01,44.2853,-99.4632,UT,2017-06,47598.0,0.02%
Utah,2017-08-01,44.2853,-99.4632,UT,2017-06,47976.0,0.82%
Utah,2017-09-01,44.2853,-99.4632,UT,2017-06,47366.0,-0.47%
Utah,2017-10-01,44.2853,-99.4632,UT,2017-06,47110.0,-1.00%
Utah,2017-11-01,44.2853,-99.4632,UT,2017-06,47072.0,-1.08%
Utah,2017-12-01,44.2853,-99.4632,UT,2017-06,47395.0,-0.41%
Utah,2018-01-01,44.2853,-99.4632,UT,2017-06,47296.0,-0.61%
Utah,2018-02-01,44.2853,-99.4632,UT,2017-06,46528.0,-2.23%
Utah,2018-03-01,44.2853,-99.4632,UT,2017-06,45861.0,-3.63%
Utah,2018-04-01,44.2853,-99.4632,UT,2017-06,45862.0,-3.63%
Utah,2018-05-01,44.2853,-99.4632,UT,2017-06,45425.0,-4.55%
Utah,2018-06-01,44.2853,-99.4632,UT,2017-06,44872.0,-5.71%
Utah,2018-07-01,44.2853,-99.4632,UT,2017-06,44341.0,-6.82%
Utah,2018-08-01,44.2853,-99.4632,UT,2017-06,44934.0,-5.58%
Utah,2018-09-01,44.2853,-99.4632,UT,2017-06,44650.0,-6.17%
Utah,2018-10-01,44.2853,-99.4632,UT,2017-06,44362.0,-6.78%
Utah,2018-11-01,44.2853,-99.4632,UT,2017-06,44494.0,-6.50%
Utah,2018-12-01,44.2853,-99.4632,UT,2017-06,43715.0,-8.14%
Utah,2019-01-01,44.2853,-99.4632,UT,2017-06,43531.0,-8.53%
Utah,2019-02-01,44.2853,-99.4632,UT,2017-06,43168.0,-9.29%
Utah,2019-03-01,44.2853,-99.4632,UT,2017-06,41590.0,-12.60%
Utah,2019-04-01,44.2853,-99.4632,UT,2017-06,41966.0,-11.81%
Utah,2019-05-01,44.2853,-99.4632,UT,2017-06,41394.0,-13.02%
Virginia,2017-06-01,35.7449,-86.7489,VA,2017-06,123573.0,0.00%
Virginia,2017-07-01,35.7449,-86.7489,VA,2017-06,125431.0,1.50%
Virginia,2017-08-01,35.7449,-86.7489,VA,2017-06,127762.0,3.39%
Virginia,2017-09-01,35.7449,-86.7489,VA,2017-06,129779.0,5.02%
Virginia,2017-10-01,35.7449,-86.7489,VA,2017-06,129432.0,4.74%
Virginia,2017-11-01,35.7449,-86.7489,VA,2017-06,131771.0,6.63%
Virginia,2017-12-01,35.7449,-86.7489,VA,2017-06,133423.0,7.97%
Virginia,2018-01-01,35.7449,-86.7489,VA,2017-06,134892.0,9.16%
Virginia,2018-02-01,35.7449,-86.7489,VA,2017-06,138374.0,11.98%
Virginia,2018-03-01,35.7449,-86.7489,VA,2017-06,139142.0,12.60%
Virginia,2018-04-01,35.7449,-86.7489,VA,2017-06,139073.0,12.54%
Virginia,2018-05-01,35.7449,-86.7489,VA,2017-06,139184.0,12.63%
Virginia,2018-06-01,35.7449,-86.7489,VA,2017-06,137995.0,11.67%
Virginia,2018-07-01,35.7449,-86.7489,VA,2017-06,139265.0,12.70%
Virginia,2018-08-01,35.7449,-86.7489,VA,2017-06,138837.0,12.35%
Virginia,2018-09-01,35.7449,-86.7489,VA,2017-06,136524.0,10.48%
Virginia,2018-10-01,35.7449,-86.7489,VA,2017-06,139694.0,13.05%
Virginia,2018-11-01,35.7449,-86.7489,VA,2017-06,139096.0,12.56%
Virginia,2018-12-01,35.7449,-86.7489,VA,2017-06,141712.0,14.68%
Virginia,2019-01-01,35.7449,-86.7489,VA,2017-06,142241.0,15.11%
Virginia,2019-02-01,35.7449,-86.7489,VA,2017-06,142345.0,15.19%
Virginia,2019-03-01,35.7449,-86.7489,VA,2017-06,144654.0,17.06%
Virginia,2019-04-01,35.7449,-86.7489,VA,2017-06,142433.0,15.26%
Virginia,2019-05-01,35.7449,-86.7489,VA,2017-06,142551.0,15.36%
Vermont,2017-06-01,31.106,-97.6475,VT,2017-06,4930.0,0.00%
Vermont,2017-07-01,31.106,-97.6475,VT,2017-06,4858.0,-1.46%
Vermont,2017-08-01,31.106,-97.6475,VT,2017-06,4705.0,-4.56%
Vermont,2017-09-01,31.106,-97.6475,VT,2017-06,4641.0,-5.86%
Vermont,2017-10-01,31.106,-97.6475,VT,2017-06,4667.0,-5.33%
Vermont,2017-11-01,31.106,-97.6475,VT,2017-06,4704.0,-4.58%
Vermont,2017-12-01,31.106,-97.6475,VT,2017-06,4662.0,-5.44%
Vermont,2018-01-01,31.106,-97.6475,VT,2017-06,4757.0,-3.51%
Vermont,2018-02-01,31.106,-97.6475,VT,2017-06,4660.0,-5.48%
Vermont,2018-03-01,31.106,-97.6475,VT,2017-06,4666.0,-5.35%
Vermont,2018-04-01,31.106,-97.6475,VT,2017-06,4675.0,-5.17%
Vermont,2018-05-01,31.106,-97.6475,VT,2017-06,4512.0,-8.48%
Vermont,2018-06-01,31.106,-97.6475,VT,2017-06,4362.0,-11.52%
Vermont,2018-07-01,31.106,-97.6475,VT,2017-06,4404.0,-10.67%
Vermont,2018-08-01,31.106,-97.6475,VT,2017-06,4418.0,-10.39%
Vermont,2018-09-01,31.106,-97.6475,VT,2017-06,4359.0,-11.58%
Vermont,2018-10-01,31.106,-97.6475,VT,2017-06,4429.0,-10.16%
Vermont,2018-11-01,31.106,-97.6475,VT,2017-06,4483.0,-9.07%
Vermont,2018-12-01,31.106,-97.6475,VT,2017-06,4525.0,-8.22%
Vermont,2019-01-01,31.106,-97.6475,VT,2017-06,4587.0,-6.96%
Vermont,2019-02-01,31.106,-97.6475,VT,2017-06,4603.0,-6.63%
Vermont,2019-03-01,31.106,-97.6475,VT,2017-06,4676.0,-5.15%
Vermont,2019-04-01,31.106,-97.6475,VT,2017-06,4639.0,-5.90%
Vermont,2019-05-01,31.106,-97.6475,VT,2017-06,4254.0,-13.71%
Washington,2017-06-01,40.1135,-111.8535,WA,2017-06,52342.0,0.00%
Washington,2017-07-01,40.1135,-111.8535,WA,2017-06,53431.0,2.08%
Washington,2017-08-01,40.1135,-111.8535,WA,2017-06,54212.0,3.57%
Washington,2017-09-01,40.1135,-111.8535,WA,2017-06,55272.0,5.60%
Washington,2017-10-01,40.1135,-111.8535,WA,2017-06,56390.0,7.73%
Washington,2017-11-01,40.1135,-111.8535,WA,2017-06,58842.0,12.42%
Washington,2017-12-01,40.1135,-111.8535,WA,2017-06,60191.0,15.00%
Washington,2018-01-01,40.1135,-111.8535,WA,2017-06,61586.0,17.66%
Washington,2018-02-01,40.1135,-111.8535,WA,2017-06,62465.0,19.34%
Washington,2018-03-01,40.1135,-111.8535,WA,2017-06,64245.0,22.74%
Washington,2018-04-01,40.1135,-111.8535,WA,2017-06,60858.0,16.27%
Washington,2018-05-01,40.1135,-111.8535,WA,2017-06,61703.0,17.88%
Washington,2018-06-01,40.1135,-111.8535,WA,2017-06,62476.0,19.36%
Washington,2018-07-01,40.1135,-111.8535,WA,2017-06,63626.0,21.56%
Washington,2018-08-01,40.1135,-111.8535,WA,2017-06,65099.0,24.37%
Washington,2018-09-01,40.1135,-111.8535,WA,2017-06,65922.0,25.94%
Washington,2018-10-01,40.1135,-111.8535,WA,2017-06,66955.0,27.92%
Washington,2018-11-01,40.1135,-111.8535,WA,2017-06,68923.0,31.68%
Washington,2018-12-01,40.1135,-111.8535,WA,2017-06,70468.0,34.63%
Washington,2019-01-01,40.1135,-111.8535,WA,2017-06,70413.0,34.52%
Washington,2019-02-01,40.1135,-111.8535,WA,2017-06,70434.0,34.56%
Washington,2019-03-01,40.1135,-111.8535,WA,2017-06,71654.0,36.90%
Washington,2019-04-01,40.1135,-111.8535,WA,2017-06,65705.0,25.53%
Washington,2019-05-01,40.1135,-111.8535,WA,2017-06,66394.0,26.85%
Wisconsin,2017-06-01,37.768,-78.2057,WI,2017-06,61884.0,0.00%
Wisconsin,2017-07-01,37.768,-78.2057,WI,2017-06,62202.0,0.51%
Wisconsin,2017-08-01,37.768,-78.2057,WI,2017-06,62835.0,1.54%
Wisconsin,2017-09-01,37.768,-78.2057,WI,2017-06,63539.0,2.67%
Wisconsin,2017-10-01,37.768,-78.2057,WI,2017-06,64467.0,4.17%
Wisconsin,2017-11-01,37.768,-78.2057,WI,2017-06,65680.0,6.13%
Wisconsin,2017-12-01,37.768,-78.2057,WI,2017-06,66549.0,7.54%
Wisconsin,2018-01-01,37.768,-78.2057,WI,2017-06,67219.0,8.62%
Wisconsin,2018-02-01,37.768,-78.2057,WI,2017-06,67780.0,9.53%
Wisconsin,2018-03-01,37.768,-78.2057,WI,2017-06,66074.0,6.77%
Wisconsin,2018-04-01,37.768,-78.2057,WI,2017-06,66510.0,7.48%
Wisconsin,2018-05-01,37.768,-78.2057,WI,2017-06,66782.0,7.91%
Wisconsin,2018-06-01,37.768,-78.2057,WI,2017-06,67885.0,9.70%
Wisconsin,2018-07-01,37.768,-78.2057,WI,2017-06,68098.0,10.04%
Wisconsin,2018-08-01,37.768,-78.2057,WI,2017-06,68985.0,11.47%
Wisconsin,2018-09-01,37.768,-78.2057,WI,2017-06,69505.0,12.31%
Wisconsin,2018-10-01,37.768,-78.2057,WI,2017-06,70622.0,14.12%
Wisconsin,2018-11-01,37.768,-78.2057,WI,2017-06,71126.0,14.93%
Wisconsin,2018-12-01,37.768,-78.2057,WI,2017-06,70867.0,14.52%
Wisconsin,2019-01-01,37.768,-78.2057,WI,2017-06,70673.0,14.20%
Wisconsin,2019-02-01,37.768,-78.2057,WI,2017-06,70011.0,13.13%
Wisconsin,2019-03-01,37.768,-78.2057,WI,2017-06,67038.0,8.33%
Wisconsin,2019-04-01,37.768,-78.2057,WI,2017-06,68735.0,11.07%
Wisconsin,2019-05-01,37.768,-78.2057,WI,2017-06,68033.0,9.94%
West Virginia,2017-06-01,18.0001,-64.8199,WV,2017-06,32188.0,0.00%
West Virginia,2017-07-01,18.0001,-64.8199,WV,2017-06,21294.0,-33.84%
West Virginia,2017-08-01,18.0001,-64.8199,WV,2017-06,32285.0,0.30%
West Virginia,2017-09-01,18.0001,-64.8199,WV,2017-06,32746.0,1.73%
West Virginia,2017-10-01,18.0001,-64.8199,WV,2017-06,32838.0,2.02%
West Virginia,2017-11-01,18.0001,-64.8199,WV,2017-06,32569.0,1.18%
West Virginia,2017-12-01,18.0001,-64.8199,WV,2017-06,32565.0,1.17%
West Virginia,2018-01-01,18.0001,-64.8199,WV,2017-06,32877.0,2.14%
West Virginia,2018-02-01,18.0001,-64.8199,WV,2017-06,33100.0,2.83%
West Virginia,2018-03-01,18.0001,-64.8199,WV,2017-06,33473.0,3.99%
West Virginia,2018-04-01,18.0001,-64.8199,WV,2017-06,32762.0,1.78%
West Virginia,2018-05-01,18.0001,-64.8199,WV,2017-06,32774.0,1.82%
West Virginia,2018-06-01,18.0001,-64.8199,WV,2017-06,32717.0,1.64%
West Virginia,2018-07-01,18.0001,-64.8199,WV,2017-06,32863.0,2.10%
West Virginia,2018-08-01,18.0001,-64.8199,WV,2017-06,33348.0,3.60%
West Virginia,2018-09-01,18.0001,-64.8199,WV,2017-06,33432.0,3.86%
West Virginia,2018-10-01,18.0001,-64.8199,WV,2017-06,33553.0,4.24%
West Virginia,2018-11-01,18.0001,-64.8199,WV,2017-06,33461.0,3.95%
West Virginia,2018-12-01,18.0001,-64.8199,WV,2017-06,33328.0,3.54%
West Virginia,2019-01-01,18.0001,-64.8199,WV,2017-06,33631.0,4.48%
West Virginia,2019-02-01,18.0001,-64.8199,WV,2017-06,33747.0,4.84%
West Virginia,2019-03-01,18.0001,-64.8199,WV,2017-06,33868.0,5.22%
West Virginia,2019-04-01,18.0001,-64.8199,WV,2017-06,32940.0,2.34%
West Virginia,2019-05-01,18.0001,-64.8199,WV,2017-06,32983.0,2.47%
Wyoming,2017-06-01,44.0407,-72.7093,WY,2017-06,4264.0,0.00%
Wyoming,2017-07-01,44.0407,-72.7093,WY,2017-06,4234.0,-0.70%
Wyoming,2017-08-01,44.0407,-72.7093,WY,2017-06,4342.0,1.83%
Wyoming,2017-09-01,44.0407,-72.7093,WY,2017-06,4510.0,5.77%
Wyoming,2017-10-01,44.0407,-72.7093,WY,2017-06,4503.0,5.61%
Wyoming,2017-11-01,44.0407,-72.7093,WY,2017-06,4650.0,9.05%
Wyoming,2017-12-01,44.0407,-72.7093,WY,2017-06,4639.0,8.79%
